nohup: ignoring input

=== Treinando com mask_00_exec100p (18/18 blocos ativos) ===
[mask_10_exec33p] epoch 8/20 | train_loss 0.8664 acc 69.31 | val_loss 1.0682 acc 64.07 | 6.4s
[mask_10_exec33p] epoch 9/20 | train_loss 0.8409 acc 70.30 | val_loss 1.7542 acc 52.34 | 7.7s
[mask_10_exec33p] epoch 10/20 | train_loss 0.8226 acc 70.91 | val_loss 1.2131 acc 60.15 | 7.6s
[mask_10_exec33p] epoch 11/20 | train_loss 0.8001 acc 71.87 | val_loss 1.2339 acc 60.63 | 7.7s
[mask_10_exec33p] epoch 12/20 | train_loss 0.7855 acc 72.40 | val_loss 0.9453 acc 67.20 | 6.4s
[mask_10_exec33p] epoch 13/20 | train_loss 0.7667 acc 72.97 | val_loss 1.2912 acc 61.90 | 8.0s
[mask_10_exec33p] epoch 14/20 | train_loss 0.7525 acc 73.46 | val_loss 1.0192 acc 67.19 | 7.8s
[mask_10_exec33p] epoch 15/20 | train_loss 0.7388 acc 74.19 | val_loss 0.9085 acc 69.38 | 7.5s
[mask_10_exec33p] epoch 16/20 | train_loss 0.7300 acc 74.58 | val_loss 1.7249 acc 55.22 | 7.0s
[mask_10_exec33p] epoch 17/20 | train_loss 0.7171 acc 74.92 | val_loss 0.9065 acc 68.83 | 7.3s
[mask_10_exec33p] epoch 18/20 | train_loss 0.7055 acc 75.42 | val_loss 1.4986 acc 57.35 | 6.3s
[mask_10_exec33p] epoch 19/20 | train_loss 0.6963 acc 75.60 | val_loss 1.0119 acc 68.07 | 7.5s
[mask_10_exec33p] epoch 20/20 | train_loss 0.6889 acc 75.74 | val_loss 0.9672 acc 66.40 | 7.3s
[mask_10_exec33p] Fim. Best Val Acc = 69.38% | dir=save_mask_sweep/20250902_230826_mask_10_exec33p

=== Treinando com mask_11_exec33p (6/18 blocos ativos) ===
[mask_11_exec33p] epoch 1/20 | train_loss 1.1248 acc 60.80 | val_loss 1.0288 acc 65.83 | 7.4s
[mask_11_exec33p] epoch 2/20 | train_loss 0.7586 acc 73.67 | val_loss 0.8603 acc 71.29 | 7.9s
[mask_11_exec33p] epoch 3/20 | train_loss 0.6523 acc 77.48 | val_loss 0.7030 acc 75.67 | 7.2s
[mask_11_exec33p] epoch 4/20 | train_loss 0.5931 acc 79.60 | val_loss 0.7248 acc 75.38 | 4.6s
[mask_11_exec33p] epoch 5/20 | train_loss 0.5602 acc 80.70 | val_loss 0.5876 acc 79.79 | 7.8s
[mask_11_exec33p] epoch 6/20 | train_loss 0.5286 acc 81.82 | val_loss 0.6146 acc 79.80 | 7.7s
[mask_11_exec33p] epoch 7/20 | train_loss 0.5033 acc 82.61 | val_loss 0.5734 acc 80.92 | 7.9s
[mask_11_exec33p] epoch 8/20 | train_loss 0.4854 acc 83.38 | val_loss 0.6014 acc 80.58 | 6.0s
[mask_11_exec33p] epoch 9/20 | train_loss 0.4713 acc 83.68 | val_loss 0.6269 acc 79.96 | 7.1s
[mask_11_exec33p] epoch 10/20 | train_loss 0.4601 acc 84.09 | val_loss 0.5425 acc 82.27 | 6.2s
[mask_11_exec33p] epoch 11/20 | train_loss 0.4494 acc 84.53 | val_loss 0.5627 acc 81.64 | 7.4s
[mask_11_exec33p] epoch 12/20 | train_loss 0.4327 acc 85.04 | val_loss 0.5607 acc 81.48 | 7.8s
[mask_11_exec33p] epoch 13/20 | train_loss 0.4222 acc 85.43 | val_loss 0.5203 acc 83.10 | 7.0s
[mask_11_exec33p] epoch 14/20 | train_loss 0.4151 acc 85.81 | val_loss 0.5124 acc 83.37 | 7.2s
[mask_11_exec33p] epoch 15/20 | train_loss 0.4099 acc 85.93 | val_loss 0.5242 acc 83.32 | 5.8s
[mask_11_exec33p] epoch 16/20 | train_loss 0.3985 acc 86.25 | val_loss 0.5173 acc 82.72 | 7.6s
[mask_11_exec33p] epoch 17/20 | train_loss 0.3962 acc 86.41 | val_loss 0.6253 acc 81.13 | 7.6s
[mask_11_exec33p] epoch 18/20 | train_loss 0.3875 acc 86.66 | val_loss 0.5314 acc 82.90 | 7.3s
[mask_11_exec33p] epoch 19/20 | train_loss 0.3803 acc 86.76 | val_loss 0.5074 acc 83.43 | 7.4s
[mask_11_exec33p] epoch 20/20 | train_loss 0.3753 acc 87.04 | val_loss 0.5324 acc 82.74 | 7.8s
[mask_11_exec33p] Fim. Best Val Acc = 83.43% | dir=save_mask_sweep/20250902_230826_mask_11_exec33p

=== Treinando com mask_12_exec33p (6/18 blocos ativos) ===
[mask_12_exec33p] epoch 1/20 | train_loss 1.4758 acc 49.95 | val_loss 1.0198 acc 64.69 | 8.0s
[mask_12_exec33p] epoch 2/20 | train_loss 0.8332 acc 70.93 | val_loss 0.7072 acc 76.06 | 7.1s
[mask_12_exec33p] epoch 3/20 | train_loss 0.6363 acc 77.73 | val_loss 0.6687 acc 77.84 | 7.9s
[mask_12_exec33p] epoch 4/20 | train_loss 0.5542 acc 80.53 | val_loss 0.7059 acc 76.68 | 7.8s
[mask_12_exec33p] epoch 5/20 | train_loss 0.4991 acc 82.68 | val_loss 0.5716 acc 81.02 | 7.3s
[mask_12_exec33p] epoch 6/20 | train_loss 0.4558 acc 84.01 | val_loss 0.5510 acc 81.49 | 7.6s
[mask_12_exec33p] epoch 7/20 | train_loss 0.4256 acc 85.11 | val_loss 0.5377 acc 82.45 | 7.4s
[mask_12_exec33p] epoch 8/20 | train_loss 0.4009 acc 85.97 | val_loss 0.5348 acc 82.60 | 7.9s
[mask_12_exec33p] epoch 9/20 | train_loss 0.3879 acc 86.31 | val_loss 0.5078 acc 83.22 | 6.2s
[mask_12_exec33p] epoch 10/20 | train_loss 0.3636 acc 87.17 | val_loss 0.5038 acc 83.79 | 7.1s
[mask_12_exec33p] epoch 11/20 | train_loss 0.3534 acc 87.62 | val_loss 0.5117 acc 83.56 | 7.4s
[mask_12_exec33p] epoch 12/20 | train_loss 0.3329 acc 88.10 | val_loss 0.4990 acc 83.95 | 7.8s
[mask_12_exec33p] epoch 13/20 | train_loss 0.3296 acc 88.42 | val_loss 0.5013 acc 84.28 | 7.3s
[mask_12_exec33p] epoch 14/20 | train_loss 0.3184 acc 88.74 | val_loss 0.4790 acc 84.61 | 7.9s
[mask_12_exec33p] epoch 15/20 | train_loss 0.3129 acc 88.93 | val_loss 0.4781 acc 84.89 | 5.6s
[mask_12_exec33p] epoch 16/20 | train_loss 0.3010 acc 89.35 | val_loss 0.5017 acc 84.15 | 7.1s
[mask_12_exec33p] epoch 17/20 | train_loss 0.2926 acc 89.65 | val_loss 0.5184 acc 84.24 | 6.5s
[mask_12_exec33p] epoch 18/20 | train_loss 0.2875 acc 89.73 | val_loss 0.5170 acc 83.74 | 7.6s
[mask_12_exec33p] epoch 19/20 | train_loss 0.2797 acc 90.17 | val_loss 0.4661 acc 85.71 | 7.2s
[mask_12_exec33p] epoch 20/20 | train_loss 0.2704 acc 90.51 | val_loss 0.4870 acc 85.10 | 6.4s
[mask_12_exec33p] Fim. Best Val Acc = 85.71% | dir=save_mask_sweep/20250902_230826_mask_12_exec33p

=== Treinando com mask_13_exec55p (10/18 blocos ativos) ===
[mask_13_exec55p] epoch 1/20 | train_loss 0.6563 acc 77.65 | val_loss 0.4892 acc 84.00 | 7.7s
[mask_13_exec55p] epoch 2/20 | train_loss 0.3384 acc 88.09 | val_loss 0.4543 acc 85.35 | 7.8s
[mask_13_exec55p] epoch 3/20 | train_loss 0.2841 acc 89.91 | val_loss 0.4055 acc 86.78 | 7.7s
[mask_13_exec55p] epoch 4/20 | train_loss 0.2533 acc 91.09 | val_loss 0.4348 acc 86.93 | 7.5s
[mask_13_exec55p] epoch 5/20 | train_loss 0.2267 acc 92.12 | val_loss 0.3824 acc 87.95 | 6.8s
[mask_13_exec55p] epoch 6/20 | train_loss 0.2100 acc 92.53 | val_loss 0.3873 acc 88.24 | 7.8s
[mask_13_exec55p] epoch 7/20 | train_loss 0.1972 acc 92.98 | val_loss 0.3579 acc 88.85 | 7.5s
[mask_13_exec55p] epoch 8/20 | train_loss 0.1832 acc 93.53 | val_loss 0.3627 acc 88.86 | 7.2s
[mask_13_exec55p] epoch 9/20 | train_loss 0.1738 acc 93.81 | val_loss 0.3847 acc 88.45 | 7.0s
[mask_13_exec55p] epoch 10/20 | train_loss 0.1685 acc 93.97 | val_loss 0.3825 acc 88.48 | 7.6s
[mask_13_exec55p] epoch 11/20 | train_loss 0.1577 acc 94.33 | val_loss 0.3572 acc 89.28 | 7.7s
[mask_13_exec55p] epoch 12/20 | train_loss 0.1534 acc 94.53 | val_loss 0.3665 acc 89.28 | 7.7s
[mask_13_exec55p] epoch 13/20 | train_loss 0.1429 acc 94.86 | val_loss 0.3573 acc 89.48 | 7.7s
[mask_13_exec55p] epoch 14/20 | train_loss 0.1359 acc 95.15 | val_loss 0.3601 acc 89.33 | 7.7s
[mask_13_exec55p] epoch 15/20 | train_loss 0.1386 acc 95.16 | val_loss 0.3698 acc 89.76 | 7.8s
[mask_13_exec55p] epoch 16/20 | train_loss 0.1293 acc 95.43 | val_loss 0.3657 acc 89.79 | 7.8s
[mask_13_exec55p] epoch 17/20 | train_loss 0.1269 acc 95.54 | val_loss 0.3691 acc 89.55 | 7.8s
[mask_13_exec55p] epoch 18/20 | train_loss 0.1190 acc 95.75 | val_loss 0.3773 acc 89.35 | 7.9s
[mask_13_exec55p] epoch 19/20 | train_loss 0.1150 acc 95.85 | val_loss 0.3704 acc 89.68 | 7.9s
[mask_13_exec55p] epoch 20/20 | train_loss 0.1142 acc 95.93 | val_loss 0.3790 acc 89.76 | 7.2s
[mask_13_exec55p] Fim. Best Val Acc = 89.79% | dir=save_mask_sweep/20250902_230826_mask_13_exec55p

=== Treinando com mask_14_exec22p (4/18 blocos ativos) ===
[mask_14_exec22p] epoch 1/20 | train_loss 1.3580 acc 50.91 | val_loss 1.2668 acc 54.36 | 8.0s
[mask_14_exec22p] epoch 2/20 | train_loss 1.0413 acc 62.88 | val_loss 1.2315 acc 58.08 | 8.0s
[mask_14_exec22p] epoch 3/20 | train_loss 0.9564 acc 65.96 | val_loss 1.0150 acc 65.02 | 8.0s
[mask_14_exec22p] epoch 4/20 | train_loss 0.9060 acc 67.67 | val_loss 1.1950 acc 59.88 | 5.9s
[mask_14_exec22p] epoch 5/20 | train_loss 0.8803 acc 69.13 | val_loss 1.0450 acc 63.85 | 7.3s
[mask_14_exec22p] epoch 6/20 | train_loss 0.8630 acc 69.29 | val_loss 0.9251 acc 67.30 | 6.3s
[mask_14_exec22p] epoch 7/20 | train_loss 0.8416 acc 70.20 | val_loss 1.0245 acc 66.57 | 7.4s
[mask_14_exec22p] epoch 8/20 | train_loss 0.8249 acc 70.88 | val_loss 0.9363 acc 68.19 | 7.9s
[mask_14_exec22p] epoch 9/20 | train_loss 0.8159 acc 71.13 | val_loss 0.9452 acc 66.93 | 6.6s
[mask_14_exec22p] epoch 10/20 | train_loss 0.8042 acc 71.50 | val_loss 1.1351 acc 64.02 | 7.9s
[mask_14_exec22p] epoch 11/20 | train_loss 0.7950 acc 71.89 | val_loss 1.0128 acc 66.12 | 7.1s
[mask_14_exec22p] epoch 12/20 | train_loss 0.7906 acc 71.83 | val_loss 1.0072 acc 65.84 | 7.7s
[mask_14_exec22p] epoch 13/20 | train_loss 0.7837 acc 72.42 | val_loss 0.8563 acc 69.87 | 7.2s
[mask_14_exec22p] epoch 14/20 | train_loss 0.7713 acc 72.86 | val_loss 0.8603 acc 70.44 | 7.6s
[mask_14_exec22p] epoch 15/20 | train_loss 0.7663 acc 72.86 | val_loss 0.8723 acc 70.75 | 7.5s
[mask_14_exec22p] epoch 16/20 | train_loss 0.7633 acc 73.08 | val_loss 1.0086 acc 66.95 | 7.8s
[mask_14_exec22p] epoch 17/20 | train_loss 0.7540 acc 73.28 | val_loss 0.9462 acc 67.43 | 7.2s
[mask_14_exec22p] epoch 18/20 | train_loss 0.7479 acc 73.78 | val_loss 1.3863 acc 59.27 | 6.5s
[mask_14_exec22p] epoch 19/20 | train_loss 0.7443 acc 73.95 | val_loss 0.8177 acc 71.37 | 7.9s
[mask_14_exec22p] epoch 20/20 | train_loss 0.7379 acc 73.84 | val_loss 0.8530 acc 70.88 | 7.6s
[mask_14_exec22p] Fim. Best Val Acc = 71.37% | dir=save_mask_sweep/20250902_230826_mask_14_exec22p

=== Treinando com mask_15_exec22p (4/18 blocos ativos) ===
[mask_15_exec22p] epoch 1/20 | train_loss 0.7029 acc 75.93 | val_loss 0.5846 acc 80.02 | 7.3s
[mask_15_exec22p] epoch 2/20 | train_loss 0.4672 acc 83.96 | val_loss 0.5689 acc 80.65 | 7.8s
[mask_15_exec22p] epoch 3/20 | train_loss 0.4266 acc 85.20 | val_loss 0.5726 acc 81.24 | 8.0s
[mask_15_exec22p] epoch 4/20 | train_loss 0.4037 acc 86.03 | val_loss 0.5522 acc 82.03 | 7.6s
[mask_15_exec22p] epoch 5/20 | train_loss 0.3817 acc 86.87 | val_loss 0.5067 acc 83.78 | 7.2s
[mask_15_exec22p] epoch 6/20 | train_loss 0.3692 acc 87.11 | val_loss 0.5437 acc 81.81 | 7.9s
[mask_15_exec22p] epoch 7/20 | train_loss 0.3577 acc 87.60 | val_loss 0.5184 acc 82.83 | 7.4s
[mask_15_exec22p] epoch 8/20 | train_loss 0.3454 acc 88.09 | val_loss 0.4864 acc 84.33 | 7.8s
[mask_15_exec22p] epoch 9/20 | train_loss 0.3406 acc 88.08 | val_loss 0.4820 acc 84.01 | 7.8s
[mask_15_exec22p] epoch 10/20 | train_loss 0.3327 acc 88.39 | val_loss 0.5195 acc 83.26 | 6.5s
[mask_15_exec22p] epoch 11/20 | train_loss 0.3175 acc 88.89 | val_loss 0.4897 acc 84.10 | 7.7s
[mask_15_exec22p] epoch 12/20 | train_loss 0.3178 acc 88.88 | val_loss 0.4835 acc 84.21 | 6.4s
[mask_15_exec22p] epoch 13/20 | train_loss 0.3086 acc 89.28 | val_loss 0.5214 acc 83.72 | 7.7s
[mask_15_exec22p] epoch 14/20 | train_loss 0.3016 acc 89.45 | val_loss 0.4884 acc 84.42 | 7.8s
[mask_15_exec22p] epoch 15/20 | train_loss 0.2957 acc 89.71 | val_loss 0.4920 acc 84.17 | 7.7s
[mask_15_exec22p] epoch 16/20 | train_loss 0.2952 acc 89.51 | val_loss 0.4947 acc 84.10 | 7.8s
[mask_15_exec22p] epoch 17/20 | train_loss 0.2828 acc 89.95 | val_loss 0.4970 acc 84.37 | 7.5s
[mask_15_exec22p] epoch 18/20 | train_loss 0.2841 acc 89.97 | val_loss 0.4620 acc 85.12 | 7.8s
[mask_15_exec22p] epoch 19/20 | train_loss 0.2761 acc 90.30 | val_loss 0.4687 acc 85.23 | 7.1s
[mask_15_exec22p] epoch 20/20 | train_loss 0.2718 acc 90.42 | val_loss 0.5383 acc 83.32 | 7.0s
[mask_15_exec22p] Fim. Best Val Acc = 85.23% | dir=save_mask_sweep/20250902_230826_mask_15_exec22p

=== Treinando com mask_16_exec16p (3/18 blocos ativos) ===
[mask_16_exec16p] epoch 1/20 | train_loss 1.1380 acc 60.75 | val_loss 0.9927 acc 65.69 | 6.8s
[mask_16_exec16p] epoch 2/20 | train_loss 0.8899 acc 69.28 | val_loss 0.8595 acc 70.59 | 7.6s
[mask_16_exec16p] epoch 3/20 | train_loss 0.7856 acc 72.86 | val_loss 0.8043 acc 72.59 | 6.4s
[mask_16_exec16p] epoch 4/20 | train_loss 0.7277 acc 75.06 | val_loss 0.7731 acc 73.09 | 7.5s
[mask_16_exec16p] epoch 5/20 | train_loss 0.6798 acc 76.75 | val_loss 0.7022 acc 75.34 | 7.8s
[mask_16_exec16p] epoch 6/20 | train_loss 0.6484 acc 77.71 | val_loss 0.6765 acc 76.44 | 7.7s
[mask_16_exec16p] epoch 7/20 | train_loss 0.6186 acc 78.78 | val_loss 0.6645 acc 77.25 | 8.0s
[mask_16_exec16p] epoch 8/20 | train_loss 0.5977 acc 79.47 | val_loss 0.6151 acc 78.16 | 8.0s
[mask_16_exec16p] epoch 9/20 | train_loss 0.5773 acc 80.15 | val_loss 0.6526 acc 77.66 | 7.8s
[mask_16_exec16p] epoch 10/20 | train_loss 0.5595 acc 80.71 | val_loss 0.6419 acc 77.82 | 7.6s
[mask_16_exec16p] epoch 11/20 | train_loss 0.5476 acc 81.24 | val_loss 0.6453 acc 78.36 | 7.9s
[mask_16_exec16p] epoch 12/20 | train_loss 0.5358 acc 81.64 | val_loss 0.6444 acc 77.79 | 7.7s
[mask_16_exec16p] epoch 13/20 | train_loss 0.5262 acc 81.97 | val_loss 0.5943 acc 79.92 | 7.7s
[mask_16_exec16p] epoch 14/20 | train_loss 0.5138 acc 82.16 | val_loss 0.5906 acc 79.79 | 7.8s
[mask_16_exec16p] epoch 15/20 | train_loss 0.4992 acc 83.03 | val_loss 0.5592 acc 80.71 | 6.3s
[mask_16_exec16p] epoch 16/20 | train_loss 0.4934 acc 83.11 | val_loss 0.5649 acc 80.88 | 7.7s
[mask_16_exec16p] epoch 17/20 | train_loss 0.4833 acc 83.51 | val_loss 0.5369 acc 82.01 | 7.0s
[mask_16_exec16p] epoch 18/20 | train_loss 0.4758 acc 83.62 | val_loss 0.5594 acc 81.26 | 7.7s
[mask_16_exec16p] epoch 19/20 | train_loss 0.4693 acc 84.02 | val_loss 0.5624 acc 81.07 | 7.2s
[mask_16_exec16p] epoch 20/20 | train_loss 0.4628 acc 84.07 | val_loss 0.5264 acc 82.26 | 6.8s
[mask_16_exec16p] Fim. Best Val Acc = 82.26% | dir=save_mask_sweep/20250902_230826_mask_16_exec16p

=== Treinando com mask_17_exec16p (3/18 blocos ativos) ===
[mask_17_exec16p] epoch 1/20 | train_loss 1.2612 acc 55.67 | val_loss 1.0496 acc 64.92 | 7.9s
[mask_17_exec16p] epoch 2/20 | train_loss 0.8798 acc 69.23 | val_loss 0.8842 acc 70.11 | 7.6s
[mask_17_exec16p] epoch 3/20 | train_loss 0.7616 acc 73.63 | val_loss 0.8121 acc 72.48 | 7.8s
[mask_17_exec16p] epoch 4/20 | train_loss 0.7002 acc 75.65 | val_loss 0.7610 acc 74.04 | 8.0s
[mask_17_exec16p] epoch 5/20 | train_loss 0.6563 acc 77.01 | val_loss 0.7475 acc 74.99 | 6.5s
[mask_17_exec16p] epoch 6/20 | train_loss 0.6224 acc 78.40 | val_loss 0.8368 acc 72.71 | 7.9s
[mask_17_exec16p] epoch 7/20 | train_loss 0.5962 acc 79.41 | val_loss 0.6777 acc 77.25 | 7.9s
[mask_17_exec16p] epoch 8/20 | train_loss 0.5754 acc 79.96 | val_loss 0.6377 acc 78.62 | 7.3s
[mask_17_exec16p] epoch 9/20 | train_loss 0.5591 acc 80.71 | val_loss 0.6192 acc 79.20 | 7.6s
[mask_17_exec16p] epoch 10/20 | train_loss 0.5429 acc 81.23 | val_loss 0.6036 acc 80.00 | 7.8s
[mask_17_exec16p] epoch 11/20 | train_loss 0.5304 acc 81.60 | val_loss 0.6226 acc 79.59 | 7.7s
[mask_17_exec16p] epoch 12/20 | train_loss 0.5166 acc 82.21 | val_loss 0.6836 acc 77.60 | 7.8s
[mask_17_exec16p] epoch 13/20 | train_loss 0.5076 acc 82.33 | val_loss 0.6200 acc 79.21 | 8.0s
[mask_17_exec16p] epoch 14/20 | train_loss 0.4976 acc 82.99 | val_loss 0.5952 acc 80.38 | 7.9s
[mask_17_exec16p] epoch 15/20 | train_loss 0.4905 acc 82.91 | val_loss 0.5808 acc 80.48 | 7.0s
[mask_17_exec16p] epoch 16/20 | train_loss 0.4842 acc 83.39 | val_loss 0.5530 acc 81.30 | 6.7s
[mask_17_exec16p] epoch 17/20 | train_loss 0.4737 acc 83.50 | val_loss 0.5658 acc 80.72 | 7.9s
[mask_17_exec16p] epoch 18/20 | train_loss 0.4663 acc 83.81 | val_loss 0.5405 acc 81.64 | 7.6s
[mask_17_exec16p] epoch 19/20 | train_loss 0.4617 acc 84.01 | val_loss 0.5379 acc 81.68 | 8.0s
[mask_17_exec16p] epoch 20/20 | train_loss 0.4515 acc 84.44 | val_loss 0.5400 acc 81.77 | 7.6s
[mask_17_exec16p] Fim. Best Val Acc = 81.77% | dir=save_mask_sweep/20250902_230826_mask_17_exec16p

=== Treinando com mask_18_exec16p (3/18 blocos ativos) ===
[mask_18_exec16p] epoch 1/20 | train_loss 1.1490 acc 59.18 | val_loss 0.8923 acc 69.67 | 7.9s
[mask_18_exec16p] epoch 2/20 | train_loss 0.7892 acc 72.58 | val_loss 0.7568 acc 74.26 | 7.4s
[mask_18_exec16p] epoch 3/20 | train_loss 0.6864 acc 76.15 | val_loss 0.6918 acc 76.69 | 8.0s
[mask_18_exec16p] epoch 4/20 | train_loss 0.6341 acc 78.11 | val_loss 0.6862 acc 77.25 | 7.2s
[mask_18_exec16p] epoch 5/20 | train_loss 0.5941 acc 79.58 | val_loss 0.6410 acc 78.00 | 7.8s
[mask_18_exec16p] epoch 6/20 | train_loss 0.5700 acc 80.42 | val_loss 0.6021 acc 79.81 | 7.9s
[mask_18_exec16p] epoch 7/20 | train_loss 0.5448 acc 81.57 | val_loss 0.5631 acc 80.97 | 6.9s
[mask_18_exec16p] epoch 8/20 | train_loss 0.5270 acc 81.88 | val_loss 0.5920 acc 79.97 | 7.8s
[mask_18_exec16p] epoch 9/20 | train_loss 0.5130 acc 82.46 | val_loss 0.5787 acc 80.44 | 6.9s
[mask_18_exec16p] epoch 10/20 | train_loss 0.5015 acc 82.90 | val_loss 0.5777 acc 80.83 | 7.7s
[mask_18_exec16p] epoch 11/20 | train_loss 0.4897 acc 83.04 | val_loss 0.5818 acc 80.74 | 7.2s
[mask_18_exec16p] epoch 12/20 | train_loss 0.4768 acc 83.67 | val_loss 0.5335 acc 82.08 | 8.0s
[mask_18_exec16p] epoch 13/20 | train_loss 0.4676 acc 83.95 | val_loss 0.5373 acc 82.18 | 7.3s
[mask_18_exec16p] epoch 14/20 | train_loss 0.4591 acc 84.33 | val_loss 0.5542 acc 81.73 | 8.0s
[mask_18_exec16p] epoch 15/20 | train_loss 0.4539 acc 84.33 | val_loss 0.4959 acc 83.46 | 7.7s
[mask_18_exec16p] epoch 16/20 | train_loss 0.4466 acc 84.68 | val_loss 0.5386 acc 82.26 | 6.2s
[mask_18_exec16p] epoch 17/20 | train_loss 0.4367 acc 84.94 | val_loss 0.5550 acc 81.41 | 8.0s
[mask_18_exec16p] epoch 18/20 | train_loss 0.4314 acc 85.08 | val_loss 0.5812 acc 81.64 | 7.5s
[mask_18_exec16p] epoch 19/20 | train_loss 0.4232 acc 85.58 | val_loss 0.5092 acc 83.37 | 7.9s
[mask_18_exec16p] epoch 20/20 | train_loss 0.4201 acc 85.63 | val_loss 0.5271 acc 82.71 | 7.6s
[mask_18_exec16p] Fim. Best Val Acc = 83.46% | dir=save_mask_sweep/20250902_230826_mask_18_exec16p

=== Treinando com mask_19_exec33p (6/18 blocos ativos) ===
[mask_19_exec33p] epoch 1/20 | train_loss 0.5928 acc 80.39 | val_loss 0.5453 acc 82.53 | 7.5s
[mask_19_exec33p] epoch 2/20 | train_loss 0.4323 acc 85.10 | val_loss 0.4918 acc 83.87 | 7.6s
[mask_19_exec33p] epoch 3/20 | train_loss 0.3873 acc 86.65 | val_loss 0.4603 acc 85.00 | 6.2s
[mask_19_exec33p] epoch 4/20 | train_loss 0.3581 acc 87.77 | val_loss 0.4471 acc 85.67 | 6.9s
[mask_19_exec33p] epoch 5/20 | train_loss 0.3421 acc 88.15 | val_loss 0.4312 acc 85.98 | 7.8s
[mask_19_exec33p] epoch 6/20 | train_loss 0.3275 acc 88.61 | val_loss 0.4197 acc 85.95 | 7.8s
[mask_19_exec33p] epoch 7/20 | train_loss 0.3143 acc 89.25 | val_loss 0.4137 acc 86.59 | 7.8s
[mask_19_exec33p] epoch 8/20 | train_loss 0.2986 acc 89.58 | val_loss 0.4060 acc 86.91 | 7.6s
[mask_19_exec33p] epoch 9/20 | train_loss 0.2922 acc 89.79 | val_loss 0.3955 acc 86.89 | 7.0s
[mask_19_exec33p] epoch 10/20 | train_loss 0.2788 acc 90.30 | val_loss 0.3875 acc 87.27 | 7.5s
[mask_19_exec33p] epoch 11/20 | train_loss 0.2724 acc 90.44 | val_loss 0.4096 acc 86.86 | 7.8s
[mask_19_exec33p] epoch 12/20 | train_loss 0.2650 acc 90.81 | val_loss 0.4066 acc 87.27 | 7.4s
[mask_19_exec33p] epoch 13/20 | train_loss 0.2560 acc 91.04 | val_loss 0.4227 acc 86.58 | 7.7s
[mask_19_exec33p] epoch 14/20 | train_loss 0.2513 acc 91.29 | val_loss 0.3991 acc 87.32 | 7.9s
[mask_19_exec33p] epoch 15/20 | train_loss 0.2419 acc 91.56 | val_loss 0.3746 acc 87.92 | 7.1s
[mask_19_exec33p] epoch 16/20 | train_loss 0.2360 acc 91.76 | val_loss 0.4271 acc 86.40 | 5.7s
[mask_19_exec33p] epoch 17/20 | train_loss 0.2306 acc 91.96 | val_loss 0.4037 acc 87.24 | 7.0s
[mask_19_exec33p] epoch 18/20 | train_loss 0.2314 acc 91.92 | val_loss 0.3890 acc 87.28 | 5.7s
[mask_19_exec33p] epoch 19/20 | train_loss 0.2232 acc 92.35 | val_loss 0.4279 acc 86.88 | 7.2s
[mask_19_exec33p] epoch 20/20 | train_loss 0.2241 acc 92.16 | val_loss 0.3747 acc 88.05 | 6.6s
[mask_19_exec33p] Fim. Best Val Acc = 88.05% | dir=save_mask_sweep/20250902_230826_mask_19_exec33p

Sweep concluído ✅
